echeance,strike,type,bid,ask,close,iv_ibkr,spot,capture_ts
20260626,6150.0,P,11.7,12.4,18.6,0.14949745609548065,6289.88,20260617_131429
20260626,6175.0,C,133.9,136.2,108.8,0.1453498899130276,6289.88,20260617_131429
20260626,6175.0,P,15.2,16.0,23.7,0.1453498899130276,6289.88,20260617_131429
20260626,6200.0,C,113.7,115.6,90.3,0.1414681121296005,6289.88,20260617_131429
20260626,6200.0,P,19.7,20.6,30.2,0.1414681121296005,6289.88,20260617_131429
20260626,6225.0,C,94.5,96.4,73.3,0.1378265436129477,6289.88,20260617_131429
20260626,6225.0,P,25.4,26.4,38.2,0.1378265436129477,6289.88,20260617_131429
20260626,6250.0,C,76.8,78.7,58.2,0.13442302380768148,6289.88,20260617_131429
20260626,6250.0,P,32.6,33.8,48.1,0.13442302380768148,6289.88,20260617_131429
20260626,6275.0,C,61.0,62.5,45.0,0.13275085979987908,6289.88,20260617_131429
20260626,6275.0,P,41.6,42.9,59.9,0.13127566362082174,6289.88,20260617_131429
20260626,6300.0,C,47.1,48.5,34.0,0.12841633956276927,6289.88,20260617_131429
20260626,6300.0,P,52.5,54.0,73.8,0.12841633956276927,6289.88,20260617_131429
20260626,6325.0,C,35.4,36.6,24.9,0.12663824924911551,6289.88,20260617_131429
20260626,6325.0,P,65.5,67.1,89.8,0.12591088448295698,6289.88,20260617_131429
20260626,6350.0,C,25.6,26.8,17.7,0.12369233975553054,6289.88,20260617_131429
20260626,6350.0,P,80.5,82.7,107.6,0.12369233975553054,6289.88,20260617_131429
20260626,6375.0,C,17.9,19.0,12.2,0.12177344697590697,6289.88,20260617_131429
20260626,6375.0,P,97.7,100.0,127.0,0.11951968805890476,6289.88,20260617_131429
20260626,6400.0,C,11.9,12.8,8.1,0.12065585536287228,6289.88,20260617_131429
20260626,6400.0,P,116.2,119.0,147.9,0.11766800391537914,6289.88,20260617_131429
20260626,6425.0,C,7.7,8.4,5.3,0.11939509663863329,6289.88,20260617_131429
20260626,6425.0,P,136.7,140.5,170.1,0.11939509663863329,6289.88,20260617_131429
20260626,6450.0,C,4.8,5.5,3.4,0.118060013890737,6289.88,20260617_131429
20260626,6450.0,P,158.6,162.7,193.1,0.11905145022325375,6289.88,20260617_131429
20260626,6475.0,C,2.9,3.4,2.2,0.11719744153480756,6289.88,20260617_131429
20260626,6475.0,P,181.6,185.7,216.9,0.1192680755216825,6289.88,20260617_131429
20260626,6500.0,C,1.7,2.2,1.4,0.1200596061617722,6289.88,20260617_131429
20260626,6500.0,P,205.4,209.6,241.2,0.1080537681258161,6289.88,20260617_131429
20260626,6525.0,C,1.0,1.4,1.0,0.11874862450712292,6289.88,20260617_131429
20260626,6525.0,P,228.4,235.0,265.7,0.09918688158991398,6289.88,20260617_131429
20260626,6550.0,C,0.6,1.0,0.8,0.12136245877485272,6289.88,20260617_131429
20260626,6550.0,P,252.9,259.6,290.5,,6289.88,20260617_131429
20260626,6575.0,C,0.4,0.7,0.6,0.12554905504107702,6289.88,20260617_131429
20260626,6575.0,P,277.7,284.3,315.3,,6289.88,20260617_131429
20260626,6600.0,C,0.3,0.6,0.5,0.1288591364136238,6289.88,20260617_131429
20260626,6600.0,P,,,,,6289.88,20260617_131429
20260630,6000.0,C,295.6,302.3,266.4,0.16710081224582152,6289.88,20260617_131429
20260630,6000.0,P,5.2,5.8,7.9,0.16710081224582152,6289.88,20260617_131429
20260630,6025.0,C,271.6,278.3,243.0,0.16206021097644355,6289.88,20260617_131429
20260630,6025.0,P,6.2,6.8,9.4,0.16206021097644355,6289.88,20260617_131429
20260630,6050.0,C,247.9,254.6,219.9,0.15723252213270233,6289.88,20260617_131429
20260630,6050.0,P,7.4,8.0,11.4,0.15723252213270233,6289.88,20260617_131429
20260630,6075.0,C,224.6,231.1,197.4,0.15262135370182853,6289.88,20260617_131429
20260630,6075.0,P,8.8,9.6,13.8,0.15262135370182853,6289.88,20260617_131429
20260630,6100.0,C,202.4,207.1,175.4,0.1482282986511034,6289.88,20260617_131429
20260630,6100.0,P,11.0,11.7,16.8,0.1482282986511034,6289.88,20260617_131429
20260630,6125.0,C,181.3,184.0,154.2,0.1440532664079257,6289.88,20260617_131429
20260630,6125.0,P,13.5,14.3,20.6,0.1440532664079257,6289.88,20260617_131429
20260630,6150.0,C,159.4,161.9,133.9,0.14009489447336668,6289.88,20260617_131429
20260630,6150.0,P,16.7,17.4,25.3,0.14009489447336668,6289.88,20260617_131429
20260630,6175.0,C,138.5,141.0,114.7,0.13635104893442845,6289.88,20260617_131429
20260630,6175.0,P,20.7,21.6,31.1,0.13635104893442845,6289.88,20260617_131429
20260630,6200.0,C,118.5,121.0,96.9,0.13282015765719657,6289.88,20260617_131429
20260630,6200.0,P,25.7,26.7,38.2,0.13282015765719657,6289.88,20260617_131429
20260630,6225.0,C,99.7,102.0,80.4,0.12950797823815052,6289.88,20260617_131429
20260630,6225.0,P,31.8,33.0,46.8,0.12950797823815052,6289.88,20260617_131429
20260630,6250.0,C,82.8,84.5,65.5,0.12644538188608703,6289.88,20260617_131429
20260630,6250.0,P,39.3,40.7,56.8,0.12644538188608703,6289.88,20260617_131429
20260630,6275.0,C,67.2,68.8,52.3,0.12369430248941043,6289.88,20260617_131429
20260630,6275.0,P,48.5,50.1,68.5,0.12369430248941043,6289.88,20260617_131429
20260630,6300.0,C,53.3,54.8,40.7,0.12130657243446806,6289.88,20260617_131429
20260630,6300.0,P,59.5,61.2,82.0,0.12130657243446806,6289.88,20260617_131429
20260630,6325.0,C,41.4,42.8,31.0,0.1192774364328662,6289.88,20260617_131429
20260630,6325.0,P,72.4,74.3,97.3,0.1192774364328662,6289.88,20260617_131429
20260630,6350.0,C,31.5,32.7,23.0,0.1175553672764493,6289.88,20260617_131429
20260630,6350.0,P,87.3,89.5,114.3,0.11590801825119121,6289.88,20260617_131429
20260630,6375.0,C,23.4,24.4,16.7,0.11701168833219537,6289.88,20260617_131429
20260630,6375.0,P,104.0,106.2,132.9,0.11417372478233659,6289.88,20260617_131429
20260630,6400.0,C,16.9,17.7,11.8,0.11547439818591655,6289.88,20260617_131429
20260630,6400.0,P,122.0,124.5,153.0,0.112975226476841,6289.88,20260617_131429
20260630,6425.0,C,11.9,12.7,8.2,0.1142860222656341,6289.88,20260617_131429
20260630,6425.0,P,142.1,144.6,174.4,0.11088308822034836,6289.88,20260617_131429
20260630,6450.0,C,8.1,8.9,5.6,0.11346860865437071,6289.88,20260617_131429
20260630,6450.0,P,162.5,166.7,196.8,0.10957328871804624,6289.88,20260617_131429
20260630,6475.0,C,5.3,6.0,3.8,0.11293826605813892,6289.88,20260617_131429
20260630,6475.0,P,184.5,188.9,219.9,0.10730747310400124,6289.88,20260617_131429
20260630,6500.0,C,3.5,4.1,2.6,0.11363182862987789,6289.88,20260617_131429
20260630,6500.0,P,207.6,212.0,243.7,0.10486179241245121,6289.88,20260617_131429
20260630,6525.0,C,2.3,2.8,1.8,0.1130999110866319,6289.88,20260617_131429
20260630,6525.0,P,230.3,237.1,267.9,0.10407287693020936,6289.88,20260617_131429
20260630,6550.0,C,1.4,1.9,1.2,0.11429302704985816,6289.88,20260617_131429
20260630,6550.0,P,254.4,261.3,292.3,0.09966854015454144,6289.88,20260617_131429
20260630,6575.0,C,0.9,1.4,0.9,0.11484925993277911,6289.88,20260617_131429
20260630,6575.0,P,278.8,285.7,316.9,0.09019316982279309,6289.88,20260617_131429
20260630,6600.0,C,0.6,1.0,0.7,0.11716850134029462,6289.88,20260617_131429
20260630,6600.0,P,303.4,310.3,341.7,,6289.88,20260617_131429
20260703,6000.0,C,300.8,308.6,273.0,0.17083748063572776,6289.88,20260617_131429
20260703,6000.0,P,8.7,9.3,12.5,0.17083748063572776,6289.88,20260617_131429
20260703,6025.0,C,277.4,285.1,250.2,0.1665570330429913,6289.88,20260617_131429
20260703,6025.0,P,10.2,10.8,14.7,0.1665570330429913,6289.88,20260617_131429
20260703,6050.0,C,254.4,261.9,227.9,0.16245053484193964,6289.88,20260617_131429
20260703,6050.0,P,11.9,12.7,17.3,0.16245053484193964,6289.88,20260617_131429
20260703,6075.0,C,234.0,238.1,206.1,0.1585115175306642,6289.88,20260617_131429
20260703,6075.0,P,14.2,14.9,20.5,0.1585115175306642,6289.88,20260617_131429
20260703,6100.0,C,211.8,215.1,184.9,0.15473244491875396,6289.88,20260617_131429
20260703,6100.0,P,16.9,17.7,24.3,0.15473244491875396,6289.88,20260617_131429
20260703,6125.0,C,190.6,193.1,164.4,0.15110624564611133,6289.88,20260617_131429
20260703,6125.0,P,20.2,21.1,28.8,0.15110624564611133,6289.88,20260617_131429
20260703,6150.0,C,169.5,172.1,144.8,0.1476283882660558,6289.88,20260617_131429
20260703,6150.0,P,24.2,25.1,34.2,0.1476283882660558,6289.88,20260617_131429
20260703,6175.0,C,149.3,151.9,126.2,0.14429918971739972,6289.88,20260617_131429
20260703,6175.0,P,28.9,29.9,40.5,0.14429918971739972,6289.88,20260617_131429
20260703,6200.0,C,130.1,132.5,108.6,0.14112563147821514,6289.88,20260617_131429
20260703,6200.0,P,34.6,35.7,47.9,0.14112563147821514,6289.88,20260617_131429
20260703,6225.0,C,111.9,114.3,92.3,0.13812132827348333,6289.88,20260617_131429
20260703,6225.0,P,41.3,42.5,56.6,0.13812132827348333,6289.88,20260617_131429
20260703,6250.0,C,95.1,97.3,77.3,0.13530187597744614,6289.88,20260617_131429
20260703,6250.0,P,49.3,50.5,66.6,0.13530187597744614,6289.88,20260617_131429
20260703,6275.0,C,79.7,81.5,63.8,0.13267743618387012,6289.88,20260617_131429
20260703,6275.0,P,58.5,59.9,78.0,0.13267743618387012,6289.88,20260617_131429
20260703,6300.0,C,65.7,67.3,51.8,0.1302559612728577,6289.88,20260617_131429
20260703,6300.0,P,69.4,71.0,91.0,0.1302559612728577,6289.88,20260617_131429
20260703,6325.0,C,53.4,54.7,41.4,0.12804255576378243,6289.88,20260617_131429
20260703,6325.0,P,81.8,83.4,105.5,0.12804255576378243,6289.88,20260617_131429
20260703,6350.0,C,42.5,43.6,32.5,0.1260369649297829,6289.88,20260617_131429
20260703,6350.0,P,95.8,97.6,121.6,0.1260369649297829,6289.88,20260617_131429
20260703,6375.0,C,33.3,34.3,25.1,0.12427756998416076,6289.88,20260617_131429
20260703,6375.0,P,111.3,113.2,139.2,0.12427756998416076,6289.88,20260617_131429
20260703,6400.0,C,25.5,26.4,19.0,0.12271490067780853,6289.88,20260617_131429
20260703,6400.0,P,128.3,130.5,158.1,0.12271490067780853,6289.88,20260617_131429
20260703,6425.0,C,19.1,19.9,14.1,0.12132100442480206,6289.88,20260617_131429
20260703,6425.0,P,146.7,148.9,178.2,0.12132100442480206,6289.88,20260617_131429
20260703,6450.0,C,14.0,14.8,10.3,0.12011986253477282,6289.88,20260617_131429
20260703,6450.0,P,166.3,170.3,199.3,0.12011986253477282,6289.88,20260617_131429
20260703,6475.0,C,10.1,10.7,7.3,0.11916173094209383,6289.88,20260617_131429
20260703,6475.0,P,185.7,191.6,221.3,0.11916173094209383,6289.88,20260617_131429
20260703,6500.0,C,7.0,7.7,5.2,0.11851856851375364,6289.88,20260617_131429
20260703,6500.0,P,207.4,214.4,244.2,0.11851856851375364,6289.88,20260617_131429
20260703,6525.0,C,4.9,5.5,3.6,0.11777989031273448,6289.88,20260617_131429
20260703,6525.0,P,230.0,237.8,267.6,0.11828892412396524,6289.88,20260617_131429
20260703,6550.0,C,3.3,3.9,2.6,0.1185499201551402,6289.88,20260617_131429
20260703,6550.0,P,253.3,261.3,291.5,0.1185499201551402,6289.88,20260617_131429
20260703,6575.0,C,2.3,2.8,1.8,0.11772536568068007,6289.88,20260617_131429
20260703,6575.0,P,277.1,285.2,315.8,0.11928984212618622,6289.88,20260617_131429
20260703,6600.0,C,1.5,2.0,1.4,0.12042329216166472,6289.88,20260617_131429
20260703,6600.0,P,301.3,309.4,340.3,0.12042329216166472,6289.88,20260617_131429
20260710,6000.0,C,309.0,314.5,280.7,0.16775786362908612,6289.88,20260617_131429
20260710,6000.0,P,15.8,16.6,21.0,0.16775786362908612,6289.88,20260617_131429
20260710,6025.0,C,287.3,290.7,258.7,0.16411563489973566,6289.88,20260617_131429
20260710,6025.0,P,18.1,18.8,24.1,0.16411563489973566,6289.88,20260617_131429
20260710,6050.0,C,265.0,268.4,237.3,0.16060311255020307,6289.88,20260617_131429
20260710,6050.0,P,20.8,21.5,27.6,0.16060311255020307,6289.88,20260617_131429
20260710,6075.0,C,243.9,246.4,216.4,0.1572226139086328,6289.88,20260617_131429
20260710,6075.0,P,23.9,24.8,31.7,0.1572226139086328,6289.88,20260617_131429
20260710,6100.0,C,222.6,224.8,196.1,0.15397626734249098,6289.88,20260617_131429
20260710,6100.0,P,27.5,28.4,36.3,0.15397626734249098,6289.88,20260617_131429
20260710,6125.0,C,201.8,204.2,176.4,0.15086618946929506,6289.88,20260617_131429
20260710,6125.0,P,31.6,32.7,41.6,0.15086618946929506,6289.88,20260617_131429
20260710,6150.0,C,181.7,184.3,157.5,0.14789465449409891,6289.88,20260617_131429
20260710,6150.0,P,36.5,37.6,47.7,0.14789465449409891,6289.88,20260617_131429
20260710,6175.0,C,162.4,164.9,139.5,0.14506422085436008,6289.88,20260617_131429
20260710,6175.0,P,42.1,43.3,54.6,0.14506422085436008,6289.88,20260617_131429
20260710,6200.0,C,144.0,146.2,122.4,0.14237778607168175,6289.88,20260617_131429
20260710,6200.0,P,48.5,49.9,62.5,0.14237778607168175,6289.88,20260617_131429
20260710,6225.0,C,126.5,128.6,106.4,0.13983856421008803,6289.88,20260617_131429
20260710,6225.0,P,55.9,57.2,71.5,0.13983856421008803,6289.88,20260617_131429
20260710,6250.0,C,110.1,112.2,91.6,0.13744999829875162,6289.88,20260617_131429
20260710,6250.0,P,64.4,65.9,81.6,0.13744999829875162,6289.88,20260617_131429
20260710,6275.0,C,95.0,96.8,78.2,0.13521563780805373,6289.88,20260617_131429
20260710,6275.0,P,74.0,75.7,93.2,0.13521563780805373,6289.88,20260617_131429
20260710,6300.0,C,80.9,82.7,66.1,0.13313901600232375,6289.88,20260617_131429
20260710,6300.0,P,84.9,86.6,106.0,0.13313901600232375,6289.88,20260617_131429
20260710,6325.0,C,68.2,69.9,55.2,0.1312235581634712,6289.88,20260617_131429
20260710,6325.0,P,97.2,98.8,120.1,0.1312235581634712,6289.88,20260617_131429
20260710,6350.0,C,56.8,58.5,45.5,0.12947254014751947,6289.88,20260617_131429
20260710,6350.0,P,110.6,112.6,135.4,0.12947254014751947,6289.88,20260617_131429
20260710,6375.0,C,46.8,48.3,37.0,0.12788909867108228,6289.88,20260617_131429
20260710,6375.0,P,125.4,127.6,151.9,0.12788909867108228,6289.88,20260617_131429
20260710,6400.0,C,38.1,39.5,29.7,0.12647627154171437,6289.88,20260617_131429
20260710,6400.0,P,141.1,144.0,169.6,0.12647627154171437,6289.88,20260617_131429
20260710,6425.0,C,30.6,31.8,23.6,0.1252370304868155,6289.88,20260617_131429
20260710,6425.0,P,158.4,161.4,188.4,0.1252370304868155,6289.88,20260617_131429
20260710,6450.0,C,24.2,25.3,18.5,0.12417427488985686,6289.88,20260617_131429
20260710,6450.0,P,176.9,180.0,208.2,0.12417427488985686,6289.88,20260617_131429
20260710,6475.0,C,18.9,19.9,14.3,0.1232907785861539,6289.88,20260617_131429
20260710,6475.0,P,196.4,199.2,229.0,0.1232907785861539,6289.88,20260617_131429
20260710,6500.0,C,14.6,15.5,11.0,0.12258909625573956,6289.88,20260617_131429
20260710,6500.0,P,216.4,220.2,250.6,0.12258909625573956,6289.88,20260617_131429
20260710,6525.0,C,11.0,11.9,8.3,0.12207145685403845,6289.88,20260617_131429
20260710,6525.0,P,237.4,242.7,273.0,0.12207145685403845,6289.88,20260617_131429
20260710,6550.0,C,8.1,9.0,6.3,0.1217395379882532,6289.88,20260617_131429
20260710,6550.0,P,259.4,265.9,295.9,0.1217395379882532,6289.88,20260617_131429
20260710,6575.0,C,6.2,6.8,4.8,0.12159436910270159,6289.88,20260617_131429
20260710,6575.0,P,282.1,288.7,319.3,0.12159436910270159,6289.88,20260617_131429
20260710,6600.0,C,4.6,5.0,3.6,0.12163613140322534,6289.88,20260617_131429
20260710,6600.0,P,305.4,312.1,343.1,0.12163613140322534,6289.88,20260617_131429
20260717,6000.0,C,321.8,325.5,293.6,0.17098269039254804,6289.88,20260617_131429
20260717,6000.0,P,24.7,25.2,31.3,0.17098269039254804,6289.88,20260617_131429
20260717,6025.0,C,300.9,303.5,272.3,0.16801610317623114,6289.88,20260617_131429
20260717,6025.0,P,27.8,28.3,35.0,0.16801610317623114,6289.88,20260617_131429
20260717,6050.0,C,279.4,281.5,251.5,0.16509287585415375,6289.88,20260617_131429
20260717,6050.0,P,31.2,31.7,39.1,0.16509287585415375,6289.88,20260617_131429
20260717,6075.0,C,258.3,260.4,231.2,0.16214703387848278,6289.88,20260617_131429
20260717,6075.0,P,35.1,35.6,43.8,0.16214703387848278,6289.88,20260617_131429
20260717,6100.0,C,237.8,239.8,211.5,0.15924948268113892,6289.88,20260617_131429
20260717,6100.0,P,39.4,40.0,49.1,0.15924948268113892,6289.88,20260617_131429
20260717,6125.0,C,217.8,219.8,192.5,0.1565940158250905,6289.88,20260617_131429
20260717,6125.0,P,44.4,45.0,54.9,0.1565940158250905,6289.88,20260617_131429
20260717,6150.0,C,198.5,200.3,174.1,0.15405679452488868,6289.88,20260617_131429
20260717,6150.0,P,50.0,50.6,61.6,0.15405679452488868,6289.88,20260617_131429
20260717,6175.0,C,179.5,181.5,156.6,0.15124416671129193,6289.88,20260617_131429
20260717,6175.0,P,56.2,57.0,69.0,0.15124416671129193,6289.88,20260617_131429
20260717,6200.0,C,161.6,163.5,139.9,0.14887347966972692,6289.88,20260617_131429
20260717,6200.0,P,63.2,63.9,77.2,0.14887347966972692,6289.88,20260617_131429
20260717,6225.0,C,145.1,146.1,124.1,0.14639613359556933,6289.88,20260617_131429
20260717,6225.0,P,71.0,71.7,86.4,0.14639613359556933,6289.88,20260617_131429
20260717,6250.0,C,128.9,129.9,109.4,0.14408798835266307,6289.88,20260617_131429
20260717,6250.0,P,79.7,80.5,96.7,0.14408798835266307,6289.88,20260617_131429
20260717,6275.0,C,113.8,114.7,95.8,0.1419132088986365,6289.88,20260617_131429
20260717,6275.0,P,89.5,90.2,108.0,0.1419132088986365,6289.88,20260617_131429
20260717,6300.0,C,99.7,100.5,83.3,0.13990317122999704,6289.88,20260617_131429
20260717,6300.0,P,100.3,101.0,120.4,0.13990317122999704,6289.88,20260617_131429
20260717,6325.0,C,86.7,87.4,71.8,0.13806120157841778,6289.88,20260617_131429
20260717,6325.0,P,112.2,112.9,133.9,0.13806120157841778,6289.88,20260617_131429
20260717,6350.0,C,74.8,75.5,61.3,0.13639717038069987,6289.88,20260617_131429
20260717,6350.0,P,125.2,126.0,148.4,0.13639717038069987,6289.88,20260617_131429
20260717,6375.0,C,64.1,64.8,52.0,0.13495474130938298,6289.88,20260617_131429
20260717,6375.0,P,139.4,140.3,164.0,0.13495474130938298,6289.88,20260617_131429
20260717,6400.0,C,54.4,55.1,43.6,0.1336069275900264,6289.88,20260617_131429
20260717,6400.0,P,154.1,155.9,180.6,0.1336069275900264,6289.88,20260617_131429
20260717,6425.0,C,45.9,46.5,36.3,0.1323378152771109,6289.88,20260617_131429
20260717,6425.0,P,170.2,172.1,198.2,0.1323378152771109,6289.88,20260617_131429
20260717,6450.0,C,38.3,38.9,29.9,0.1311589952947609,6289.88,20260617_131429
20260717,6450.0,P,187.7,189.7,216.8,0.1311589952947609,6289.88,20260617_131429
20260717,6475.0,C,31.7,32.2,24.5,0.13008014496938874,6289.88,20260617_131429
20260717,6475.0,P,205.9,208.0,236.3,0.13008014496938874,6289.88,20260617_131429
20260717,6500.0,C,25.9,26.5,19.9,0.12911490030057757,6289.88,20260617_131429
20260717,6500.0,P,225.1,227.3,256.7,0.12911490030057757,6289.88,20260617_131429
20260717,6525.0,C,21.1,21.6,16.1,0.12829535483923749,6289.88,20260617_131429
20260717,6525.0,P,245.2,247.6,277.8,0.12829535483923749,6289.88,20260617_131429
20260717,6550.0,C,17.0,17.5,12.9,0.12765038566232806,6289.88,20260617_131429
20260717,6550.0,P,265.2,269.7,299.6,0.12765038566232806,6289.88,20260617_131429
20260717,6575.0,C,13.6,14.1,10.3,0.12719535404121085,6289.88,20260617_131429
20260717,6575.0,P,287.1,291.1,322.0,0.12719535404121085,6289.88,20260617_131429
20260717,6600.0,C,10.8,11.3,8.2,0.12693291080243052,6289.88,20260617_131429
20260717,6600.0,P,308.5,313.9,344.8,0.12693291080243052,6289.88,20260617_131429
