echeance,strike,type,bid,ask,close,mid_option_price,reference_type,spread_pct,quote_age_seconds,flag,reference_spot,reference_type_spot,capture_ts,snapshot_version
20260703,6600.0,P,301.3,309.4,340.3,305.35,mid,0.02653,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6000.0,C,309.0,314.5,280.7,311.75,mid,0.01764,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6000.0,P,15.8,16.6,21.0,16.200000000000003,mid,0.04938,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6025.0,C,287.3,290.7,258.7,289.0,mid,0.01176,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6025.0,P,18.1,18.8,24.1,18.450000000000003,mid,0.03794,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6050.0,C,265.0,268.4,237.3,266.7,mid,0.01275,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6050.0,P,20.8,21.5,27.6,21.15,mid,0.0331,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6075.0,C,243.9,246.4,216.4,245.15,mid,0.0102,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6075.0,P,23.9,24.8,31.7,24.35,mid,0.03696,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6100.0,C,222.6,224.8,196.1,223.7,mid,0.00983,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6100.0,P,27.5,28.4,36.3,27.95,mid,0.0322,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6125.0,C,201.8,204.2,176.4,203.0,mid,0.01182,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6125.0,P,31.6,32.7,41.6,32.150000000000006,mid,0.03421,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6150.0,C,181.7,184.3,157.5,183.0,mid,0.01421,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6150.0,P,36.5,37.6,47.7,37.05,mid,0.02969,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6175.0,C,162.4,164.9,139.5,163.65,mid,0.01528,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6175.0,P,42.1,43.3,54.6,42.7,mid,0.0281,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6200.0,C,144.0,146.2,122.4,145.1,mid,0.01516,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6200.0,P,48.5,49.9,62.5,49.2,mid,0.02846,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6225.0,C,126.5,128.6,106.4,127.55,mid,0.01646,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6225.0,P,55.9,57.2,71.5,56.55,mid,0.02299,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6250.0,C,110.1,112.2,91.6,111.15,mid,0.01889,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6250.0,P,64.4,65.9,81.6,65.15,mid,0.02302,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6275.0,C,95.0,96.8,78.2,95.9,mid,0.01877,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6275.0,P,74.0,75.7,93.2,74.85,mid,0.02271,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6300.0,C,80.9,82.7,66.1,81.80000000000001,mid,0.022,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6300.0,P,84.9,86.6,106.0,85.75,mid,0.01983,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6325.0,C,68.2,69.9,55.2,69.05000000000001,mid,0.02462,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6325.0,P,97.2,98.8,120.1,98.0,mid,0.01633,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6350.0,C,56.8,58.5,45.5,57.65,mid,0.02949,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6350.0,P,110.6,112.6,135.4,111.6,mid,0.01792,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6375.0,C,46.8,48.3,37.0,47.55,mid,0.03155,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6375.0,P,125.4,127.6,151.9,126.5,mid,0.01739,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6400.0,C,38.1,39.5,29.7,38.8,mid,0.03608,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6400.0,P,141.1,144.0,169.6,142.55,mid,0.02034,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6425.0,C,30.6,31.8,23.6,31.200000000000003,mid,0.03846,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6425.0,P,158.4,161.4,188.4,159.9,mid,0.01876,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6450.0,C,24.2,25.3,18.5,24.75,mid,0.04444,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6450.0,P,176.9,180.0,208.2,178.45,mid,0.01737,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6475.0,C,18.9,19.9,14.3,19.4,mid,0.05155,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6475.0,P,196.4,199.2,229.0,197.8,mid,0.01416,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6500.0,C,14.6,15.5,11.0,15.05,mid,0.0598,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6500.0,P,216.4,220.2,250.6,218.3,mid,0.01741,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6525.0,C,11.0,11.9,8.3,11.45,mid,0.0786,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6525.0,P,237.4,242.7,273.0,240.05,mid,0.02208,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6550.0,C,8.1,9.0,6.3,8.55,mid,0.10526,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6550.0,P,259.4,265.9,295.9,262.65,mid,0.02475,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6575.0,C,6.2,6.8,4.8,6.5,mid,0.09231,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6575.0,P,282.1,288.7,319.3,285.4,mid,0.02313,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6600.0,C,4.6,5.0,3.6,4.8,mid,0.08333,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260710,6600.0,P,305.4,312.1,343.1,308.75,mid,0.0217,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6000.0,C,321.8,325.5,293.6,323.65,mid,0.01143,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6000.0,P,24.7,25.2,31.3,24.95,mid,0.02004,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6025.0,C,300.9,303.5,272.3,302.2,mid,0.0086,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6025.0,P,27.8,28.3,35.0,28.05,mid,0.01783,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6050.0,C,279.4,281.5,251.5,280.45,mid,0.00749,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6050.0,P,31.2,31.7,39.1,31.45,mid,0.0159,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6075.0,C,258.3,260.4,231.2,259.35,mid,0.0081,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6075.0,P,35.1,35.6,43.8,35.35,mid,0.01414,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6100.0,C,237.8,239.8,211.5,238.8,mid,0.00838,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6100.0,P,39.4,40.0,49.1,39.7,mid,0.01511,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6125.0,C,217.8,219.8,192.5,218.8,mid,0.00914,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6125.0,P,44.4,45.0,54.9,44.7,mid,0.01342,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6150.0,C,198.5,200.3,174.1,199.4,mid,0.00903,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6150.0,P,50.0,50.6,61.6,50.3,mid,0.01193,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6175.0,C,179.5,181.5,156.6,180.5,mid,0.01108,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6175.0,P,56.2,57.0,69.0,56.6,mid,0.01413,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6200.0,C,161.6,163.5,139.9,162.55,mid,0.01169,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6200.0,P,63.2,63.9,77.2,63.55,mid,0.01101,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6225.0,C,145.1,146.1,124.1,145.6,mid,0.00687,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6225.0,P,71.0,71.7,86.4,71.35,mid,0.00981,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6250.0,C,128.9,129.9,109.4,129.4,mid,0.00773,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6250.0,P,79.7,80.5,96.7,80.1,mid,0.00999,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6275.0,C,113.8,114.7,95.8,114.25,mid,0.00788,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6275.0,P,89.5,90.2,108.0,89.85,mid,0.00779,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6300.0,C,99.7,100.5,83.3,100.1,mid,0.00799,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6300.0,P,100.3,101.0,120.4,100.65,mid,0.00695,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6325.0,C,86.7,87.4,71.8,87.05000000000001,mid,0.00804,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6325.0,P,112.2,112.9,133.9,112.55000000000001,mid,0.00622,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6350.0,C,74.8,75.5,61.3,75.15,mid,0.00931,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6350.0,P,125.2,126.0,148.4,125.6,mid,0.00637,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6375.0,C,64.1,64.8,52.0,64.44999999999999,mid,0.01086,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6375.0,P,139.4,140.3,164.0,139.85000000000002,mid,0.00644,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6400.0,C,54.4,55.1,43.6,54.75,mid,0.01279,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6400.0,P,154.1,155.9,180.6,155.0,mid,0.01161,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6425.0,C,45.9,46.5,36.3,46.2,mid,0.01299,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6425.0,P,170.2,172.1,198.2,171.14999999999998,mid,0.0111,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6450.0,C,38.3,38.9,29.9,38.599999999999994,mid,0.01554,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6450.0,P,187.7,189.7,216.8,188.7,mid,0.0106,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6475.0,C,31.7,32.2,24.5,31.950000000000003,mid,0.01565,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6475.0,P,205.9,208.0,236.3,206.95,mid,0.01015,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6500.0,C,25.9,26.5,19.9,26.2,mid,0.0229,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6500.0,P,225.1,227.3,256.7,226.2,mid,0.00973,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6525.0,C,21.1,21.6,16.1,21.35,mid,0.02342,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6525.0,P,245.2,247.6,277.8,246.39999999999998,mid,0.00974,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6550.0,C,17.0,17.5,12.9,17.25,mid,0.02899,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6550.0,P,265.2,269.7,299.6,267.45,mid,0.01683,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6575.0,C,13.6,14.1,10.3,13.85,mid,0.0361,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6575.0,P,287.1,291.1,322.0,289.1,mid,0.01384,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6600.0,C,10.8,11.3,8.2,11.05,mid,0.04525,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
20260717,6600.0,P,308.5,313.9,344.8,311.2,mid,0.01735,,ok,6289.88,indice_last_ou_close,20260617_131429,snap1
