echeance,strike,type,T,forward,log_moneyness,iv_calculee,variance_totale,gardee,raison_rejet
20260630,6175.0,P,0.03561643835616438,6293.7204830861765,-0.019043505082624666,0.133,0.0006300191780821919,True,ok
20260630,6200.0,C,0.03561643835616438,6293.7204830861765,-0.015003095545619714,0.1398,0.0006960890958904111,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6200.0,P,0.03561643835616438,6293.7204830861765,-0.015003095545619714,0.1292,0.0005945323835616439,True,ok
20260630,6225.0,C,0.03561643835616438,6293.7204830861765,-0.010978945245894297,0.135,0.0006491095890410959,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6225.0,P,0.03561643835616438,6293.7204830861765,-0.010978945245894297,0.1256,0.0005618621369863013,True,ok
20260630,6250.0,C,0.03561643835616438,6293.7204830861765,-0.0069709238483555026,0.1314,0.0006149519999999999,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6250.0,P,0.03561643835616438,6293.7204830861765,-0.0069709238483555026,0.1221,0.0005309844657534246,True,ok
20260630,6275.0,C,0.03561643835616438,6293.7204830861765,-0.002978902578818074,0.1281,0.0005844518630136985,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6275.0,P,0.03561643835616438,6293.7204830861765,-0.002978902578818074,0.119,0.0005043643835616438,True,ok
20260630,6300.0,C,0.03561643835616438,6293.7204830861765,0.0009972458008213228,0.125,0.0005565068493150685,True,ok
20260630,6300.0,P,0.03561643835616438,6293.7204830861765,0.0009972458008213228,0.116,0.00047925479452054796,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6325.0,C,0.03561643835616438,6293.7204830861765,0.004957647016918337,0.1226,0.0005353421369863014,True,ok
20260630,6325.0,P,0.03561643835616438,6293.7204830861765,0.004957647016918337,0.1133,0.000457204301369863,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6350.0,C,0.03561643835616438,6293.7204830861765,0.008902425307934772,0.1207,0.0005188777260273972,True,ok
20260630,6350.0,P,0.03561643835616438,6293.7204830861765,0.008902425307934772,0.1109,0.0004380398082191781,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6375.0,C,0.03561643835616438,6293.7204830861765,0.012831703447824201,0.119,0.0005043643835616438,True,ok
20260630,6375.0,P,0.03561643835616438,6293.7204830861765,0.012831703447824201,0.1081,0.0004161998082191781,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6400.0,C,0.03561643835616438,6293.7204830861765,0.016745602768960616,0.1175,0.0004917294520547945,True,ok
